Year;Segment;Average width;Sinuosity;Wavelength;Semimeander length;LevelOfImpact;Zone;Period
2016;29;198.979;2.726;877.952;2393.25;3;3;Intensive mining
2016;29;187.577;3.475;1004.944;3492.367;3;3;Intensive mining
2017;29;217.297;2.274;811.908;1845.985;3;3;Intensive mining
2017;29;177.994;2.032;1265.906;2571.893;3;3;Intensive mining
2017;29;199.67;2.745;871.907;2393.064;3;3;Intensive mining
2017;29;189.181;3.099;1069.252;3313.594;3;3;Intensive mining
2018;29;234.46;2.343;752.085;1761.829;3;3;Intensive mining
2018;29;161.45;2.096;1220.381;2557.875;3;3;Intensive mining
2018;29;183.197;2.667;896.609;2391.096;3;3;Intensive mining
2018;29;181.965;3.581;975.825;3494.594;3;3;Intensive mining
2020;29;194.928;2.741;737.555;2022;3;3;Intensive mining
2020;29;161.232;1.954;1222.854;2389;3;3;Intensive mining
2020;29;178.79;2.957;870.103;2573;3;3;Intensive mining
2020;29;176.246;3.187;1091.763;3479;3;3;Intensive mining
1984;30;176.18;2.378;865.722;2059.012;1;3;Minimal mining
1984;30;171.951;2.728;1061.011;2894.667;1;3;Minimal mining
1984;30;179.771;1.402;1201.829;1684.806;1;3;Minimal mining
1984;30;156.317;1.015;772.4;783.953;1;3;Minimal mining
1984;30;169.113;1.022;655.229;669.508;1;3;Minimal mining
1987;30;194.474;2.291;898.73;2059.092;1;3;Minimal mining
1987;30;181.841;3.476;862.053;2996.489;1;3;Minimal mining
1987;30;179.202;1.419;1339.709;1901.662;1;3;Minimal mining
1987;30;185.104;1.016;517.519;525.571;1;3;Minimal mining
1987;30;188.787;1.024;737.575;755.145;1;3;Minimal mining
1992;30;194.153;2.53;886.367;2242.075;1;3;Minimal mining
1992;30;178.987;2.575;1161.102;2989.433;1;3;Minimal mining
1992;30;163.757;1.407;1171.064;1647.204;1;3;Minimal mining
1992;30;170.847;1.011;672.765;680.226;1;3;Minimal mining
1992;30;178.354;1.034;821.038;848.781;1;3;Minimal mining
1996;30;164.896;2.588;867.69;2245.467;1;3;Minimal mining
1996;30;175.691;2.921;1088.973;3181.05;1;3;Minimal mining
1996;30;175.758;1.438;1182.294;1699.693;1;3;Minimal mining
1996;30;168.895;1.01;637.21;643.724;1;3;Minimal mining
1996;30;172.591;1.041;804.675;837.679;1;3;Minimal mining
2000;30;205.316;2.556;879.115;2246.671;1;3;Minimal mining
2000;30;193.01;3.322;884.182;2937.673;1;3;Minimal mining
2000;30;182.421;1.517;1449.405;2198.18;1;3;Minimal mining
2000;30;182.608;1.009;647.607;653.285;1;3;Minimal mining
2000;30;182.778;1.03;665.128;684.797;1;3;Minimal mining
2004;30;195.137;2.634;877.494;2311.324;2;3;Moderate mining
2004;30;199.857;3.321;945.698;3140.325;2;3;Moderate mining
2004;30;185.43;1.41;1306.319;1841.976;2;3;Moderate mining
2004;30;185.055;1.016;875.33;889.674;2;3;Moderate mining
2004;30;171.3;1.036;866.024;897.001;2;3;Moderate mining
2008;30;188.156;2.47;892.98;2205.681;2;3;Moderate mining
2008;30;189.568;3.591;779.081;2797.876;2;3;Moderate mining
2008;30;169.223;1.338;1667.425;2230.799;2;3;Moderate mining
2008;30;184.708;1.019;893.667;910.8;2;3;Moderate mining
2008;30;170.974;1.043;869.076;906.705;2;3;Moderate mining
2012;30;203.271;2.76;877.219;2420.893;3;3;Intensive mining
2012;30;187.894;2.937;1141.292;3352.165;3;3;Intensive mining
2012;30;201.042;1.557;1316.124;2049.798;3;3;Intensive mining
2012;30;216.737;1.016;548.917;557.529;3;3;Intensive mining
2012;30;188.394;1.044;713.019;744.404;3;3;Intensive mining
2014;30;195.226;2.76;873.577;2410.773;3;3;Intensive mining
2014;30;179.736;3.177;1052.873;3344.669;3;3;Intensive mining
2014;30;192.137;1.587;1286.388;2042.047;3;3;Intensive mining
2014;30;201.333;1.014;593.246;601.32;3;3;Intensive mining
2014;30;193.882;1.037;852.82;884.555;3;3;Intensive mining
2015;30;196.857;2.739;878.611;2406.687;3;3;Intensive mining
2015;30;194.657;3.052;1091.517;3331.706;3;3;Intensive mining
2015;30;203.153;1.576;1294.203;2039.385;3;3;Intensive mining
2015;30;199.101;1.012;543.682;550.352;3;3;Intensive mining
2015;30;202.882;1.04;891.87;927.814;3;3;Intensive mining
2016;30;198.979;2.726;877.952;2393.25;3;3;Intensive mining
2016;30;187.577;3.475;1004.944;3492.367;3;3;Intensive mining
2016;30;195.368;1.47;1216.569;1788.06;3;3;Intensive mining
2016;30;204.673;1.019;984.928;1003.387;3;3;Intensive mining
2016;30;209.128;1.034;704.597;728.25;3;3;Intensive mining
2017;30;199.67;2.745;871.907;2393.064;3;3;Intensive mining
2017;30;189.181;3.099;1069.252;3313.594;3;3;Intensive mining
2017;30;201.129;1.555;1300.874;2023.499;3;3;Intensive mining
2017;30;207.961;1.02;723.16;737.555;3;3;Intensive mining
2017;30;217.48;1.04;885.283;920.506;3;3;Intensive mining
2018;30;183.197;2.667;896.609;2391.096;3;3;Intensive mining
2018;30;181.965;3.581;975.825;3494.594;3;3;Intensive mining
2018;30;190.794;1.556;1300.516;2023.254;3;3;Intensive mining
2018;30;196.013;1.013;726.351;735.759;3;3;Intensive mining
2018;30;185.797;1.037;886.719;919.689;3;3;Intensive mining
2020;30;178.79;2.957;870.103;2573;3;3;Intensive mining
2020;30;176.246;3.187;1091.763;3479;3;3;Intensive mining
2020;30;182.123;1.577;1289.838;2034;3;3;Intensive mining
2020;30;190.27;1.019;721.132;735;3;3;Intensive mining
2020;30;179.893;1.04;921.983;959;3;3;Intensive mining
1984;31;169.113;1.022;655.229;669.508;1;3;Minimal mining
1984;31;189.948;1.551;835.053;1295.301;1;3;Minimal mining
1984;31;143.091;1.056;3044.634;3213.699;1;3;Minimal mining
1987;31;188.787;1.024;737.575;755.145;1;3;Minimal mining
1987;31;228.682;1.502;872.488;1310.386;1;3;Minimal mining
1987;31;198.358;1.087;861.247;936.281;1;3;Minimal mining
1987;31;162.803;1.006;931.216;937.045;1;3;Minimal mining
1992;31;178.354;1.034;821.038;848.781;1;3;Minimal mining
1992;31;210.525;1.548;845.349;1308.306;1;3;Minimal mining
1992;31;192.463;1.12;896.042;1003.965;1;3;Minimal mining
1992;31;164.325;1.008;1071.776;1080.363;1;3;Minimal mining
1996;31;172.591;1.041;804.675;837.679;1;3;Minimal mining
1996;31;208.059;1.54;850.297;1309.848;1;3;Minimal mining
1996;31;180.05;1.175;794.721;933.516;1;3;Minimal mining
1996;31;162.956;1.015;1108.375;1124.835;1;3;Minimal mining
2000;31;182.778;1.03;665.128;684.797;1;3;Minimal mining
2000;31;241.888;1.557;849.627;1322.962;1;3;Minimal mining
2000;31;207.844;1.175;773.57;908.653;1;3;Minimal mining
2000;31;158.032;1.019;943.622;961.83;1;3;Minimal mining
2004;31;171.3;1.036;866.024;897.001;2;3;Moderate mining
2004;31;247.361;1.594;906.944;1445.703;2;3;Moderate mining
2004;31;208.029;1.198;799.8;957.812;2;3;Moderate mining
2004;31;189.482;1.017;1119.496;1138.981;2;3;Moderate mining
2008;31;170.974;1.043;869.076;906.705;2;3;Moderate mining
2008;31;230.228;1.533;916.546;1405.053;2;3;Moderate mining
2008;31;223.247;1.385;766.753;1061.735;2;3;Moderate mining
2008;31;182.047;1.04;1064.009;1106.487;2;3;Moderate mining
2012;31;188.394;1.044;713.019;744.404;3;3;Intensive mining
2012;31;256.304;1.766;948.898;1675.836;3;3;Intensive mining
2012;31;218.48;1.445;900.725;1301.266;3;3;Intensive mining
2012;31;206.079;1.028;908.045;933.859;3;3;Intensive mining
2014;31;193.882;1.037;852.82;884.555;3;3;Intensive mining
2014;31;250.371;1.734;963.697;1671.09;3;3;Intensive mining
2014;31;229.325;1.445;770.533;1113.405;3;3;Intensive mining
2014;31;202.313;1.053;878.291;924.575;3;3;Intensive mining
2015;31;202.882;1.04;891.87;927.814;3;3;Intensive mining
2015;31;254.948;1.887;981.191;1851.152;3;3;Intensive mining
2015;31;220.098;1.343;827.153;1110.908;3;3;Intensive mining
2015;31;192.74;1.048;878.393;920.547;3;3;Intensive mining
2016;31;204.673;1.019;984.928;1003.387;3;3;Intensive mining
2016;31;209.128;1.034;704.597;728.25;3;3;Intensive mining
2016;31;267.779;1.904;967.949;1843.125;3;3;Intensive mining
2016;31;210.36;1.382;756.226;1045.353;3;3;Intensive mining
2016;31;199.555;1.057;933.525;986.3;3;3;Intensive mining
2017;31;207.961;1.02;723.16;737.555;3;3;Intensive mining
2017;31;217.48;1.04;885.283;920.506;3;3;Intensive mining
2017;31;239.332;1.781;930.308;1656.585;3;3;Intensive mining
2017;31;235.578;1.522;832.636;1267.361;3;3;Intensive mining
2017;31;226.84;1.033;899.563;928.816;3;3;Intensive mining
2018;31;196.013;1.013;726.351;735.759;3;3;Intensive mining
2018;31;185.797;1.037;886.719;919.689;3;3;Intensive mining
2018;31;241.528;1.761;939.774;1655.324;3;3;Intensive mining
2018;31;206.862;1.534;755.627;1159.279;3;3;Intensive mining
2018;31;178.975;1.07;989.883;1059.37;3;3;Intensive mining
2020;31;190.27;1.019;721.132;735;3;3;Intensive mining
2020;31;179.893;1.04;921.983;959;3;3;Intensive mining
2020;31;250.056;1.73;933.006;1614;3;3;Intensive mining
2020;31;208.385;1.559;825.522;1287;3;3;Intensive mining
2020;31;206.05;1.079;851.655;919;3;3;Intensive mining
1984;32;143.091;1.056;3044.634;3213.699;1;3;Minimal mining
1984;32;168.65;1.345;1672.224;2249.028;1;3;Minimal mining
1987;32;162.803;1.006;931.216;937.045;1;3;Minimal mining
1987;32;166.542;1.051;1246.304;1309.752;1;3;Minimal mining
1987;32;191.415;1.404;1806.094;2536.58;1;3;Minimal mining
1992;32;164.325;1.008;1071.776;1080.363;1;3;Minimal mining
1992;32;171.16;1.039;1001.635;1040.351;1;3;Minimal mining
1992;32;202.999;1.342;1312.3;1760.598;1;3;Minimal mining
1992;32;159.786;1.003;717.386;719.686;1;3;Minimal mining
1996;32;162.956;1.015;1108.375;1124.835;1;3;Minimal mining
1996;32;152.287;1.054;1243.132;1309.86;1;3;Minimal mining
1996;32;184.804;1.312;1226.067;1608.731;1;3;Minimal mining
1996;32;161.191;1.004;587.552;590.194;1;3;Minimal mining
2000;32;158.032;1.019;943.622;961.83;1;3;Minimal mining
2000;32;164.518;1.059;1426.614;1510.248;1;3;Minimal mining
2000;32;195.596;1.388;1609.684;2233.72;1;3;Minimal mining
2004;32;189.482;1.017;1119.496;1138.981;2;3;Moderate mining
2004;32;182.672;1.044;1257.945;1313.08;2;3;Moderate mining
2004;32;193.909;1.33;1773.408;2358.643;2;3;Moderate mining
2008;32;182.047;1.04;1064.009;1106.487;2;3;Moderate mining
2008;32;165.178;1.052;1318.091;1386.945;2;3;Moderate mining
2008;32;186.413;1.342;1707.337;2290.502;2;3;Moderate mining
2012;32;206.079;1.028;908.045;933.859;3;3;Intensive mining
2012;32;199.611;1.055;1234.898;1303.162;3;3;Intensive mining
2012;32;204.772;1.376;1860.871;2560.277;3;3;Intensive mining
2014;32;202.313;1.053;878.291;924.575;3;3;Intensive mining
2014;32;184.41;1.055;1235.738;1303.927;3;3;Intensive mining
2014;32;200.633;1.495;1614.9;2413.604;3;3;Intensive mining
2015;32;192.74;1.048;878.393;920.547;3;3;Intensive mining
2015;32;179.422;1.052;1236.702;1300.657;3;3;Intensive mining
2015;32;186.405;1.41;1900.973;2680.798;3;3;Intensive mining
2016;32;199.555;1.057;933.525;986.3;3;3;Intensive mining
2016;32;182.683;1.05;1224.482;1286.09;3;3;Intensive mining
2016;32;195.905;1.482;1467.244;2174.69;3;3;Intensive mining
2017;32;226.84;1.033;899.563;928.816;3;3;Intensive mining
2017;32;188.045;1.051;1238.327;1301.452;3;3;Intensive mining
2017;32;188.322;1.415;1337.286;1891.999;3;3;Intensive mining
2018;32;178.975;1.07;989.883;1059.37;3;3;Intensive mining
2018;32;175.557;1.052;1212.643;1276.028;3;3;Intensive mining
2018;32;176.804;1.464;1719.923;2518.187;3;3;Intensive mining
2020;32;206.05;1.079;851.655;919;3;3;Intensive mining
2020;32;174.327;1.047;1104.189;1156;3;3;Intensive mining
2020;32;179.148;1.597;1578.324;2520;3;3;Intensive mining
1984;33;168.65;1.345;1672.224;2249.028;1;3;Minimal mining
1984;33;180.346;1.069;1157.994;1238.316;1;3;Minimal mining
1984;33;156.179;1.039;918.734;954.111;1;3;Minimal mining
1984;33;172.11;1.012;1134.098;1147.483;1;3;Minimal mining
1984;33;147.283;1.426;1224.536;1745.91;1;3;Minimal mining
1984;33;128.189;2.244;837.987;1880.723;1;3;Minimal mining
1987;33;191.415;1.404;1806.094;2536.58;1;3;Minimal mining
1987;33;168.255;1.05;971.814;1020.788;1;3;Minimal mining
1987;33;167.655;1.042;718.761;748.789;1;3;Minimal mining
1987;33;180.168;1.037;902.377;936.166;1;3;Minimal mining
1987;33;154.87;1.411;1326.943;1872.299;1;3;Minimal mining
1987;33;140.219;3.226;638.411;2059.441;1;3;Minimal mining
1992;33;202.999;1.342;1312.3;1760.598;1;3;Minimal mining
1992;33;159.786;1.003;717.386;719.686;1;3;Minimal mining
1992;33;148.789;1.001;480.085;480.723;1;3;Minimal mining
1992;33;187.738;1.066;675.551;720.246;1;3;Minimal mining
1992;33;167.696;1.034;735.128;760.261;1;3;Minimal mining
1992;33;184.667;1.038;1002.127;1040.358;1;3;Minimal mining
1992;33;157.016;1.506;1222.547;1840.636;1;3;Minimal mining
1992;33;141.407;2.626;776.968;2040.704;1;3;Minimal mining
1996;33;184.804;1.312;1226.067;1608.731;1;3;Minimal mining
1996;33;161.191;1.004;587.552;590.194;1;3;Minimal mining
1996;33;149.58;1.004;555.557;557.634;1;3;Minimal mining
1996;33;170.714;1.067;748.738;798.809;1;3;Minimal mining
1996;33;165.558;1.041;718.8;748.479;1;3;Minimal mining
1996;33;165.611;1.047;1071.942;1122.755;1;3;Minimal mining
1996;33;153.628;1.508;1241.015;1871.25;1;3;Minimal mining
1996;33;123.661;2.255;912.842;2058.384;1;3;Minimal mining
2000;33;195.596;1.388;1609.684;2233.72;1;3;Minimal mining
2000;33;181.893;1.049;1243.458;1304.686;1;3;Minimal mining
2000;33;189.122;1.035;624.445;646.156;1;3;Minimal mining
2000;33;212.879;1.053;1093.424;1151.869;1;3;Minimal mining
2000;33;184.675;1.432;1197.34;1714.694;1;3;Minimal mining
2000;33;171.23;2.884;643.4;1855.565;1;3;Minimal mining
2004;33;193.909;1.33;1773.408;2358.643;2;3;Moderate mining
2004;33;170.904;1.044;970.904;1013.213;2;3;Moderate mining
2004;33;189.803;1.038;799.938;830.572;2;3;Moderate mining
2004;33;180.943;1.056;921.366;973.194;2;3;Moderate mining
2004;33;170.372;1.567;1242.412;1946.299;2;3;Moderate mining
2004;33;155.688;2.637;678.922;1790.642;2;3;Moderate mining
2008;33;186.413;1.342;1707.337;2290.502;2;3;Moderate mining
2008;33;171.178;1.031;1085.508;1119.285;2;3;Moderate mining
2008;33;174.652;1.04;859.985;894.146;2;3;Moderate mining
2008;33;174.821;1.051;911.412;958.349;2;3;Moderate mining
2008;33;153.461;1.541;1219.361;1879.197;2;3;Moderate mining
2008;33;123.24;2.666;664.561;1771.806;2;3;Moderate mining
2012;33;204.772;1.376;1860.871;2560.277;3;3;Intensive mining
2012;33;194.318;1.03;829.672;854.952;3;3;Intensive mining
2012;33;192.216;1.056;1000.634;1056.566;3;3;Intensive mining
2012;33;184.62;1.04;892.629;928.712;3;3;Intensive mining
2012;33;175.559;1.532;1215.044;1862.009;3;3;Intensive mining
2012;33;164.128;2.466;830.91;2049.176;3;3;Intensive mining
2014;33;200.633;1.495;1614.9;2413.604;3;3;Intensive mining
2014;33;173.918;1.033;1257.078;1299.076;3;3;Intensive mining
2014;33;191.98;1.04;713.736;742.497;3;3;Intensive mining
2014;33;192.221;1.056;1056.348;1115.028;3;3;Intensive mining
2014;33;175.524;1.536;1208.57;1856.507;3;3;Intensive mining
2014;33;167.637;2.333;875.909;2043.151;3;3;Intensive mining
2015;33;186.405;1.41;1900.973;2680.798;3;3;Intensive mining
2015;33;195.442;1.05;973.132;1021.842;3;3;Intensive mining
2015;33;190.32;1.031;714.502;736.352;3;3;Intensive mining
2015;33;193.561;1.049;886.186;929.538;3;3;Intensive mining
2015;33;186.69;1.607;1266.693;2035.633;3;3;Intensive mining
2015;33;176.006;2.218;835.007;1851.875;3;3;Intensive mining
2016;33;195.905;1.482;1467.244;2174.69;3;3;Intensive mining
2016;33;180.727;1.037;1462.277;1516.234;3;3;Intensive mining
2016;33;188.594;1.033;715.059;738.429;3;3;Intensive mining
2016;33;189.308;1.059;1045.578;1107.113;3;3;Intensive mining
2016;33;175.892;1.519;1213.021;1842.94;3;3;Intensive mining
2016;33;160.729;2.321;874.127;2029.187;3;3;Intensive mining
2017;33;188.322;1.415;1337.286;1891.999;3;3;Intensive mining
2017;33;177.365;1.007;582.404;586.199;3;3;Intensive mining
2017;33;182.275;1.003;671.015;672.805;3;3;Intensive mining
2017;33;177.661;1.014;564.721;572.704;3;3;Intensive mining
2017;33;175.646;1.029;674.417;694.238;3;3;Intensive mining
2017;33;184.574;1.057;1045.539;1104.66;3;3;Intensive mining
2017;33;177.453;1.498;1228.826;1840.705;3;3;Intensive mining
2017;33;155.892;2.23;907.924;2024.865;3;3;Intensive mining
2018;33;176.804;1.464;1719.923;2518.187;3;3;Intensive mining
2018;33;188.03;1.046;1285.1;1344.581;3;3;Intensive mining
2018;33;191.441;1.018;722.768;735.799;3;3;Intensive mining
2018;33;196.941;1.043;881.465;919.471;3;3;Intensive mining
2018;33;163.556;1.506;1221.407;1839.181;3;3;Intensive mining
2018;33;151.724;2.488;813.199;2023.408;3;3;Intensive mining
2020;33;179.148;1.597;1578.324;2520;3;3;Intensive mining
2020;33;161.07;1.023;1287.845;1318;3;3;Intensive mining
2020;33;186.406;1.036;855.855;887;3;3;Intensive mining
2020;33;180.166;1.054;872.324;919;3;3;Intensive mining
2020;33;181.334;1.533;1198.741;1838;3;3;Intensive mining
2020;33;148.839;2.723;742.06;2021;3;3;Intensive mining
1984;34;147.283;1.426;1224.536;1745.91;1;3;Minimal mining
1984;34;128.189;2.244;837.987;1880.723;1;3;Minimal mining
1984;34;144.752;1.075;1574.296;1692.771;1;3;Minimal mining
1984;34;151.113;1.653;1014.056;1676.174;1;3;Minimal mining
1987;34;154.87;1.411;1326.943;1872.299;1;3;Minimal mining
1987;34;140.219;3.226;638.411;2059.441;1;3;Minimal mining
1987;34;144.865;1.082;1747.885;1891.838;1;3;Minimal mining
1987;34;161.469;1.547;955.271;1478.222;1;3;Minimal mining
1992;34;157.016;1.506;1222.547;1840.636;1;3;Minimal mining
1992;34;141.407;2.626;776.968;2040.704;1;3;Minimal mining
1992;34;148.677;1.069;1603.862;1715.072;1;3;Minimal mining
1992;34;157.798;1.643;1021.795;1678.464;1;3;Minimal mining
1996;34;153.628;1.508;1241.015;1871.25;1;3;Minimal mining
1996;34;123.661;2.255;912.842;2058.384;1;3;Minimal mining
1996;34;137.94;1.074;1567.573;1684.118;1;3;Minimal mining
1996;34;150.943;1.589;1060.188;1684.132;1;3;Minimal mining
2000;34;184.675;1.432;1197.34;1714.694;1;3;Minimal mining
2000;34;171.23;2.884;643.4;1855.565;1;3;Minimal mining
2000;34;170.925;1.057;1815.748;1918.697;1;3;Minimal mining
2000;34;174.376;1.569;883.396;1386.449;1;3;Minimal mining
2004;34;170.372;1.567;1242.412;1946.299;2;3;Moderate mining
2004;34;155.688;2.637;678.922;1790.642;2;3;Moderate mining
2004;34;158.9;1.059;1763.196;1866.982;2;3;Moderate mining
2004;34;169.029;1.777;948.675;1686.17;2;3;Moderate mining
2008;34;153.461;1.541;1219.361;1879.197;2;3;Moderate mining
2008;34;123.24;2.666;664.561;1771.806;2;3;Moderate mining
2008;34;146.171;1.05;1762.554;1851.456;2;3;Moderate mining
2008;34;150.225;1.841;981.387;1806.535;2;3;Moderate mining
2012;34;175.559;1.532;1215.044;1862.009;3;3;Intensive mining
2012;34;164.128;2.466;830.91;2049.176;3;3;Intensive mining
2012;34;168.405;1.07;1565.103;1674.782;3;3;Intensive mining
2012;34;164.147;1.771;1051.782;1862.677;3;3;Intensive mining
2014;34;175.524;1.536;1208.57;1856.507;3;3;Intensive mining
2014;34;167.637;2.333;875.909;2043.151;3;3;Intensive mining
2014;34;175.17;1.066;1566.446;1669.584;3;3;Intensive mining
2014;34;164.26;1.726;968.516;1671.597;3;3;Intensive mining
2015;34;186.69;1.607;1266.693;2035.633;3;3;Intensive mining
2015;34;176.006;2.218;835.007;1851.875;3;3;Intensive mining
2015;34;176.957;1.077;1717.992;1850.953;3;3;Intensive mining
2015;34;181.997;1.647;1011.417;1665.928;3;3;Intensive mining
2016;34;175.892;1.519;1213.021;1842.94;3;3;Intensive mining
2016;34;160.729;2.321;874.127;2029.187;3;3;Intensive mining
2016;34;161.509;1.062;1561.754;1659.339;3;3;Intensive mining
2016;34;180.774;1.688;952.199;1607.304;3;3;Intensive mining
2017;34;177.453;1.498;1228.826;1840.705;3;3;Intensive mining
2017;34;155.892;2.23;907.924;2024.865;3;3;Intensive mining
2017;34;162.536;1.064;1556.978;1656.816;3;3;Intensive mining
2017;34;185.285;1.701;974.037;1656.722;3;3;Intensive mining
2018;34;163.556;1.506;1221.407;1839.181;3;3;Intensive mining
2018;34;151.724;2.488;813.199;2023.408;3;3;Intensive mining
2018;34;162.51;1.06;1562.023;1656.163;3;3;Intensive mining
2018;34;171.295;1.781;1032.195;1838.567;3;3;Intensive mining
2020;34;181.334;1.533;1198.741;1838;3;3;Intensive mining
2020;34;148.839;2.723;742.06;2021;3;3;Intensive mining
2020;34;145.168;1.074;1711.716;1838;3;3;Intensive mining
2020;34;156.267;1.693;977.212;1654;3;3;Intensive mining
1984;35;151.113;1.653;1014.056;1676.174;1;3;Minimal mining
1984;35;143.895;2.475;614.652;1521.016;1;3;Minimal mining
1984;35;164.532;1.091;862.346;940.506;1;3;Minimal mining
1984;35;156.128;1.943;677.679;1316.443;1;3;Minimal mining
1984;35;157.775;1.935;1345.032;2602.056;1;3;Minimal mining
1987;35;161.469;1.547;955.271;1478.222;1;3;Minimal mining
1987;35;168.952;2.362;634.207;1497.871;1;3;Minimal mining
1987;35;171.872;1.07;874.399;935.968;1;3;Minimal mining
1987;35;167.757;2.359;555.573;1310.862;1;3;Minimal mining
1987;35;155.128;2.097;1339.171;2808.711;1;3;Minimal mining
1992;35;157.798;1.643;1021.795;1678.464;1;3;Minimal mining
1992;35;164.434;2.5;597.895;1494.672;1;3;Minimal mining
1992;35;160.566;1.095;853.474;934.346;1;3;Minimal mining
1992;35;183.55;2.187;597.923;1307.9;1;3;Minimal mining
1992;35;155.383;1.965;1339.787;2632.967;1;3;Minimal mining
1996;35;137.94;1.074;1567.573;1684.118;1;3;Minimal mining
1996;35;150.943;1.589;1060.188;1684.132;1;3;Minimal mining
1996;35;140.495;2.368;632.275;1496.999;1;3;Minimal mining
1996;35;162.76;1.095;889.61;974.35;1;3;Minimal mining
1996;35;157.331;2.155;589.919;1271.277;1;3;Minimal mining
1996;35;154.733;1.811;1406.507;2546.841;1;3;Minimal mining
2000;35;174.376;1.569;883.396;1386.449;1;3;Minimal mining
2000;35;172.45;2.285;802.455;1833.896;1;3;Minimal mining
2000;35;182.709;1.11;987.186;1095.373;1;3;Minimal mining
2000;35;183.416;2.326;555.941;1292.962;1;3;Minimal mining
2000;35;170.567;1.824;1414.142;2579.401;1;3;Minimal mining
2004;35;169.029;1.777;948.675;1686.17;2;3;Moderate mining
2004;35;180.896;2.608;613.66;1600.59;2;3;Moderate mining
2004;35;175.973;1.1;938.969;1033.162;2;3;Moderate mining
2004;35;171.704;2.45;588.696;1442.541;2;3;Moderate mining
2004;35;169.406;1.824;1390.421;2536.694;2;3;Moderate mining
2008;35;150.225;1.841;981.387;1806.535;2;3;Moderate mining
2008;35;154.449;2.5;580.706;1451.575;2;3;Moderate mining
2008;35;182.224;1.114;1048.265;1167.552;2;3;Moderate mining
2008;35;162.212;2.37;629.3;1491.623;2;3;Moderate mining
2008;35;161.141;1.735;1443.009;2504.178;2;3;Moderate mining
2012;35;164.147;1.771;1051.782;1862.677;3;3;Intensive mining
2012;35;158.535;2.305;646.645;1490.429;3;3;Intensive mining
2012;35;189.732;1.085;856.779;929.68;3;3;Intensive mining
2012;35;169.266;2.593;574.716;1490.186;3;3;Intensive mining
2012;35;181.933;2.133;1310.152;2794.117;3;3;Intensive mining
2014;35;175.17;1.066;1566.446;1669.584;3;3;Intensive mining
2014;35;164.26;1.726;968.516;1671.597;3;3;Intensive mining
2014;35;175.836;2.699;620.002;1673.287;3;3;Intensive mining
2014;35;192.259;1.09;849.247;925.899;3;3;Intensive mining
2014;35;160.53;2.759;538.614;1485.848;3;3;Intensive mining
2014;35;174.998;2.104;1323.641;2785.105;3;3;Intensive mining
2015;35;176.957;1.077;1717.992;1850.953;3;3;Intensive mining
2015;35;181.997;1.647;1011.417;1665.928;3;3;Intensive mining
2015;35;172.579;2.516;588.829;1481.274;3;3;Intensive mining
2015;35;194.788;1.117;993.69;1110.268;3;3;Intensive mining
2015;35;159.496;2.479;597.378;1480.755;3;3;Intensive mining
2015;35;174.842;2.122;1309.805;2778.938;3;3;Intensive mining
2016;35;180.774;1.688;952.199;1607.304;3;3;Intensive mining
2016;35;180.169;2.896;588.721;1704.861;3;3;Intensive mining
2016;35;188.649;1.119;994.374;1113.092;3;3;Intensive mining
2016;35;167.647;2.123;630.93;1339.312;3;3;Intensive mining
2016;35;167.254;1.507;1535.59;2314.137;3;3;Intensive mining
2017;35;185.285;1.701;974.037;1656.722;3;3;Intensive mining
2017;35;181.7;2.772;592.817;1643.004;3;3;Intensive mining
2017;35;201.756;1.091;855.92;934.129;3;3;Intensive mining
2017;35;156.049;2.779;529.987;1472.758;3;3;Intensive mining
2017;35;171.726;2.42;1242.529;3006.509;3;3;Intensive mining
2018;35;171.295;1.781;1032.195;1838.567;3;3;Intensive mining
2018;35;168.921;2.479;595.117;1475.454;3;3;Intensive mining
2018;35;198.044;1.118;983.413;1099.635;3;3;Intensive mining
2018;35;143.681;2.56;502.856;1287.549;3;3;Intensive mining
2018;35;166.895;1.867;1441.553;2692.094;3;3;Intensive mining
2020;35;145.168;1.074;1711.716;1838;3;3;Intensive mining
2020;35;156.267;1.693;977.212;1654;3;3;Intensive mining
2020;35;164.985;2.844;581.495;1654;3;3;Intensive mining
2020;35;192.89;1.123;982.209;1103;3;3;Intensive mining
2020;35;149.339;2.392;537.602;1286;3;3;Intensive mining
2020;35;152.406;1.904;1424.023;2712;3;3;Intensive mining
1984;36;156.128;1.943;677.679;1316.443;1;3;Minimal mining
1984;36;157.775;1.935;1345.032;2602.056;1;3;Minimal mining
1984;36;195.65;1.027;762.641;782.965;1;3;Minimal mining
1984;36;156.135;1.163;968.326;1126.058;1;3;Minimal mining
1984;36;172.244;1.173;640.806;751.446;1;3;Minimal mining
1984;36;175.885;1.1;725.273;797.887;1;3;Minimal mining
1987;36;167.757;2.359;555.573;1310.862;1;3;Minimal mining
1987;36;155.128;2.097;1339.171;2808.711;1;3;Minimal mining
1987;36;199.48;1.041;945.278;984.217;1;3;Minimal mining
1987;36;175.385;1.099;701.78;770.967;1;3;Minimal mining
1987;36;188.895;1.277;824.629;1053.173;1;3;Minimal mining
1987;36;202.423;1.121;668.271;749.208;1;3;Minimal mining
1992;36;183.55;2.187;597.923;1307.9;1;3;Minimal mining
1992;36;155.383;1.965;1339.787;2632.967;1;3;Minimal mining
1992;36;179.523;1.037;1118.618;1160.41;1;3;Minimal mining
1992;36;198.482;1.15;869.719;1000.355;1;3;Minimal mining
